vehicle_id,brand,model,category,year,price_usd,product_url,voltage_v,battery_ah,peak_kw,rated_kw,top_speed_mph,range_mi,weight_kg,wheelbase_mm,front_suspension,rear_suspension,controller,frame,regen,colors,warranty,notes,data_quality,source
niu-rqi-sport,NIU,RQi Sport,emoto,,,https://global.niu.com/en-us/product/rqi-sport,72,36,7.5,5,68,65,186,1455,,,FOC Vector Control 180 A,,,,3 Years (Smart App line on US page),Official motorcycle (not scooter). Dual removable 72V 36Ah packs; energy 5184 Wh. Vehicle weight 410 lb. EUR 7999 shown on some NIU regional pages; no USD on US product page. Dual-channel ABS + TCS; Brembo calipers.,verified,https://global.niu.com/en-us/product/rqi-sport
on-ozy-30x,ON Powersports,OZY 30x,emoto,2025,,https://onpowersports.com/2025-on-ozy-30x-electric-enduro-electric-dirtbike-e-enduro/,,,32,,,,120,,,,,,,Black; White; Grey,2-year,"Australian production enduro, pre-order with ~3 month build. Press/launch: 32 kW, 4.4 kWh, 707 Nm wheel torque, 120 kg, Standard AUD $10999 / Factory AUD $13999. OEM page blocked by bot check; USD price not listed. Factory Edition: KYB / Nissin / Renthal.",messy,https://www.visordown.com/news/powersports-launches-ozy-30x-electric-dirt-bike
oset-txp-24,OSET,TXP-24,emoto,2024,,https://osetbikes.com/gb/bikes/txp-24/,50.4,28,,1.6,24,,48.1,1220,160 mm air sprung rebound/compression/volume,145 mm air sprung rebound/volume,1600W IP67,Steel tubular,,,,"Current OSET 24-inch trials/xplore machine (replaces older 24.5). Official: 50.4V 28Ah, 48.1 kg trials / 49.6 kg Xplore. Manual lists 24 mph and rear travel 160 mm vs site 145 mm — used official page travel, manual speed. Adult/teen trials, not a 500W kids toy. 90 kg rider limit. | URL updated 2026-08-20 to live official/official-dealer page.",verified,https://osetbikes.com/gb/bikes/txp-24/
rfn-ares-endurance,RFN,Ares Endurance,emoto,2025,4499,https://www.rfnbike.com/products/endurance,,,4,,,99,,,,,,,,,,"Official US page: $4499, 4 kW peak, 2590 Wh, claimed 160 km. Full electrical/chassis table not on fetched page. Distinct long-range Ares variant vs Rally Pro.",messy,https://www.rfnbike.com/products/endurance
rfn-ares-rally-pro,RFN,Ares Rally Pro,emoto,2026,4999,https://www.rfnbike.com/products/rally-pro,74,43,12.5,5,60,100,68,1330,USD dual-adjustable 210 mm,Adjustable monoshock 243 mm x 51.5 mm travel,Sine wave,6082 aluminum extruded/forged/CNC + steel,yes,Red & Blue; Black Grey & Gold,2-year,"US official: $4999, 12.5 kW peak, 3132 Wh. UK 2026 page: 74V 43Ah / 3182 Wh, 60 mph, 100 mi at 12.5 mph, 68 kg. AU page lists 12 kW peak and 80 km/h. Used official US price/peak and UK 2026 electrical/chassis table. Battery Wh conflict 3132 vs 3182 noted.",messy,https://www.rfnbike.com/products/rally-pro
rfn-warrior-pro-sx-e15,RFN,Warrior Pro SX-E15,emoto,2025,5499,https://www.rfnbike.com/products/sx-e15,74,40,15,8,55.9,49.71,,1346,Competition dual-adjustable,Competition dual-adjustable,,6082 aluminum alloy,,,2-Year,Official RFN page key features say 15 kW peak / 2960Wh; highlight copy also says 8 kW motor. Battery stated 74V 40Ah Samsung 50S. Wheelbase given as 53 in. Page showed Sold Out at fetch. Distinct from catalog Ares Rally Pro / Endurance.,messy,https://www.rfnbike.com/products/sx-e15
rfn-warrior-pro-sx-e15-plus,RFN,Warrior Pro SX-E15 Plus,emoto,2025,5649,https://www.rfnbike.com/products/sx-e15-plus,74,40,15,8,62.1,,,,Competition+ dual-adjustable,Competition+ dual-adjustable,,,,,2-Year,Tall-rider Warrior Pro; official page 36 in seat / 62.1 mph vs SX-E15 35 in / 55.9 mph. Shares 8 kW motor + 2960Wh pack language. Page Sold Out at fetch.,messy,https://www.rfnbike.com/products/sx-e15-plus
rawrr-mantis-1,Rawrr,Mantis 1,emoto,,4499,https://rawrr.com/products/mantis,72,35,7.5,5,54,60,165,1290,200 mm hyd.,Rear shock 75 mm,Sine-200A,Aluminum,Yes,Black/White,1 yr,,verified,bikes-csv
rawrr-mantis-x,Rawrr,Mantis X,emoto,2025,2999,https://rawrrmantis.com/products/rawrr-mantis-electric-off-road-motorcycle-72v-mantis-x,72,30,7.5,4,50,62,,1245,200 mm front fork travel,,,6061 aluminum alloy,,,365-day or 1610 km power system,"Official global: 72V 30Ah (2160 Wh), 4000W rated / 7500W peak, 80 km/h, 100 km range, 1245 mm wheelbase. US riderawrr lists Mantis X from $2999. Also L3e road-legal version. Distinct from existing catalog Rawrr Mantis 1.",verified,https://rawrrmantis.com/products/rawrr-mantis-electric-off-road-motorcycle-72v-mantis-x
rawrr-mantis-x-pro,Rawrr,Mantis X Pro,emoto,2025,3899,https://www.riderawrr.com/mantis-x-pro,72,,15,5,65,62,72,,200 mm front fork travel,70 mm rear travel,,6061 aluminum alloy,,,365-day or 1000-mile power system,"Official US: $3899, 15 kW peak / 5 kW nominal, 72V 2520 Wh 50S pack, 65+ mph, 62 mi, 158.5 lb. Measurement widgets on page are broken; used electrical/performance section only. NZ dealer lists 105 km/h.",messy,https://www.riderawrr.com/mantis-x-pro
razor-stage-2-m1,Razor,Stage 2 M1,emoto,,3350,https://www.stage2emoto.com/homepage/m1-product-page/,60,40,6,6,47,40,115,950,Coil inverted,Monoshock,Sine-wave?,Aluminum,No,"Black,Red,Blue",1 yr,URL verified 2026-08-20 | URL updated 2026-08-20 to live official/official-dealer page.,verified,https://www.stage2emoto.com/homepage/m1-product-page/
rerode-r1,ReRode,R1,emoto,,3999,https://rerode.bike/products/r1-2,72,35,10,4,55,75,130,1239,203 mm,85 mm,EBMX X-9000,ReRode R1 2.0,Yes,Black (latest version),- (not stated),,verified,bikes-csv
rerode-r1-plus,ReRode,R1+,emoto,,4500,https://rerode.bike/products/r1-3,72,40,12,6,55,75,130,1239,203 mm,85 mm,EBMX X-9000,ReRode R1 2.0,Yes,Black (latest version),1 yr,,verified,bikes-csv
segway-x160,Segway,X160,emoto,,4800,https://store.segway.com/segway-dirt-ebike-x160,48,32,5,3,31,65,55,1265,USD fork 200 mm,Mono-shock,FOC sine wave,Aluminum Alloy,Yes,"Black,Red",1 yr,"combined X160/X260 source row; kept as X160 (separate X260 row exists); product URL was an Airtable cell link, dropped | URL verified 2026-08-20 | URL updated 2026-08-20 to live official/official-dealer page.",messy,https://store.segway.com/segway-dirt-ebike-x160
segway-x260,Segway,X260,emoto,,4800,https://support.segway.com/support_product.php?segcatid=50,60,35,5,3,74,74,55,1260,USD fork 200 mm,Mono-shock,Sine-wave BLDC,Aluminum Alloy,Yes,"Black,Red",1 yr,URL updated 2026-08-20 to live official/official-dealer page.,verified,https://support.segway.com/support_product.php?segcatid=50
stark-varg,Stark,VARG,emoto,,12900,https://starkfuture.com/products/stark-varg,360,,,14,70,62,243,1480,243lbs,"KYB 48 mm,310 mm travel",938 Nm,Customizable via app,Yes (adjustable),Customizable via app,"2 years (bike), 1 year (battery)",Model column 'EX' != inferred 'VARG'; peak power field contains mph | URL updated 2026-08-20 to live official/official-dealer page.,messy,https://starkfuture.com/products/stark-varg
stark-varg-ex,Stark,VARG EX,emoto,,11990,https://starkfuture.com/products/stark-varg-ex,360,,60,14,68,1,,1485,KYB 300 mm,KYB 300 mm linkage,Sine wave + app,Same,Yes,Same,Red/White/Grey,garbled weight 264120.0,messy,https://starkfuture.com/products/stark-varg-ex
surron-light-bee-2,Sur-Ron,Light Bee 2,emoto,2026,,https://surron.ae/products/2026-surron-light-bee-2-electric-dirt-bike,,,24,,56,67,65,1280,,,,Lightweight forged frame,,Midnight Black; Desert Brown; Spruce Green; Glacier White,,2026 model listed as pre-order on regional Sur-Ron dealer. 3.53 kWh semi-solid-state battery. Range 108 km. Specs may vary by market. Distinct from existing catalog Sur-Ron LBX / Ultra Bee / Storm Bee / Hyper Bee. No official surron.com spec sheet found.,messy,https://surron.ae/products/2026-surron-light-bee-2-electric-dirt-bike
surron-light-bee-l1e,Sur-Ron,Light Bee L1E 10kW MY26,emoto,2026,,https://sur-ron.co.uk/light-bee-l1e-10kw-my26/,72,35,10,,28,46.6,62,1255,200 mm travel front fork,Intersect TR multi-link; 85 mm travel fully adjustable reservoir shock,MTPA/MTPV FOC,Forged aluminium alloy double-cradle,Yes; 5 adjustable levels,White; Black; Purple; Green,,Road-legal L1e SKU distinct from catalog Light Bee X / Light Bee 2. Official Sur-Ron UK page RRP £4499 (USD not published). Energy 2.5 kWh. Top speed 45 km/h homologated. Also listed NZ/EU.,verified,https://sur-ron.co.uk/light-bee-l1e-10kw-my26/
surron-hyper-bee,Surron,Hyper Bee,emoto,,2499,https://sur-ron.co.uk/hyper-bee/,50,25,5,5,50,50,,,"35 mm inverted dual-shoulder fork,170 mm travel",230 mm air rear shock,PMSM MTPA/MTPV,Forged aluminum alloy,"Yes, slide energy recovery","Yellow,black,white",- (not stated),garbled weight 3940.0; garbled wheelbase 10351500; Hyper Bee specs look copy-pasted from Light Bee X | URL updated 2026-08-20 to live official/official-dealer page.,messy,https://sur-ron.co.uk/hyper-bee/
surron-light-bee-x,Surron,Light Bee X,emoto,,4599,https://sur-ron.co.uk/light-bee-x/,60,40,6,3,45,50,,,"35 mm inverted dual-shoulder fork,170 mm travel",230 mm air rear shock,PMSM MTPA/MTPV,Forged aluminum alloy,"Yes, slide energy recovery","Yellow,black,white",- (not stated),garbled weight 3940.0; garbled wheelbase 10351500 | URL updated 2026-08-20 to live official/official-dealer page.,messy,https://sur-ron.co.uk/light-bee-x/
surron-storm-bee,Surron,Storm Bee,emoto,,7999,https://sur-ron.co.uk/storm-bee/,90,48,22.5,10,68,120,127,1430,"47 mm inverted fork,290 mm travel",290 mm mono shock,FOC sine-wave,Forged aluminum alloy,Yes (BERS),Dark green / black,1 yr,URL updated 2026-08-20 to live official/official-dealer page.,verified,https://sur-ron.co.uk/storm-bee/
surron-ultra-bee,Surron,Ultra Bee,emoto,,5999,https://sur-ron.co.uk/ultra-bee/,74,55,12.5,8,65,140,88.5,1380,240 mm hydraulic fork,240 mm mono shock,FOC PMSM MTPA/MTPV,Forged aluminum alloy,Yes (BERS),Dark green / sand / black,1 yr,URL updated 2026-08-20 to live official/official-dealer page.,verified,https://sur-ron.co.uk/ultra-bee/
tacita-t-race-enduro,Tacita,T-Race Enduro,emoto,,,https://www.tacita.it/t-race-enduro/,,,22,,,37,,1490,Marzocchi USD 45 mm; 300 mm travel,Ohlins fully adjustable progressive link; 300 mm travel,,Split single-beam chrome-molybdenum,Yes; 2 engine-brake maps,,,Official Italian OEM enduro. 10.6 kWh Li-Po (5.3 kWh optional). Range 60 km off-road recreational before reserve. 5-speed gearbox + hydraulic clutch. USD MSRP not on page. Separate US tacitamotorcycles.com TD Enduro R/S pages also exist.,verified,https://www.tacita.it/t-race-enduro/
talaria-dragon,Talaria,Dragon,emoto,2025,5099,https://talariaebikebrand.com/product/talaria-dragon/,88,58.5,28,10,70,93,100,1380,Adjustable air-spring fork,Adjustable mono-shock,FOC,Aluminum alloy,,Green; Blue; Mix Blue and Green,12-month manufacturer,5.2 kWh NMC pack. Range 93 mi is 25 km/h cruise; typical trail 50-68 mi. ABS + traction control standard. Also sold as L1E road-legal. Price range $5099-$5499.,verified,https://talariaebikebrand.com/product/talaria-dragon/
talaria-komodo,Talaria,Komodo,emoto,,5600,https://talariaebikebrand.com/product/talaria-komodo/,96,45,32,8.6,66,71,95,1350,48 mm USD 300 mm stroke,Mono-shock adjustable,FOC Vector Control,Lightweight aluminum alloy frame,Yes,"Black,Red",1 yr,URL updated 2026-08-20 to live official/official-dealer page.,verified,https://talariaebikebrand.com/product/talaria-komodo/
talaria-sting-l1e,Talaria,Sting L1E,emoto,,3199,https://talariaebikebrand.com/product/talaria-sting-road-legal-l1e-60v-38-4ah/,60,38.4,6,3,30,55,58,1250,,,,6061 aluminum alloy,,Gold,12-month manufacturer,Road-legal L1e homologated Sting; distinct from catalog MX3/MX4/MX5. Legal ~30 mph; page also states 47+ mph off-road with limiter off. LG 21700 pack. Range 55 mi listed as estimate. US dealer official storefront.,messy,https://talariaebikebrand.com/product/talaria-sting-road-legal-l1e-60v-38-4ah/
talaria-sting-mx3,Talaria,Sting MX3,emoto,,3099,https://talariaebikebrand.com/product/talaria-sting-mx3/,60,38,6,3,47,44,63,1225,FASTACE PRO,Mono-shock,FOC Vector Control,Aluminum Alloy,Yes,Black,1 yr,URL updated 2026-08-20 to live official/official-dealer page.,verified,https://talariaebikebrand.com/product/talaria-sting-mx3/
talaria-sting-mx4,Talaria,Sting MX4,emoto,,3499,https://talariaebikebrand.com/product/talaria-sting-r-mx4/,60,45,8,4,53,70,66,1225,USD fork 200 mm,Mono-shock,Integrated h,Aluminum Alloy,No,"Black/Sand,Blue",1 yr,URL updated 2026-08-20 to live official/official-dealer page.,verified,https://talariaebikebrand.com/product/talaria-sting-r-mx4/
talaria-sting-mx5,Talaria,Sting MX5 Pro,emoto,,4100,https://talariaebikebrand.com/product/talaria-sting-mx5-pro/,72,40,13.4,5.5,70,75,110,1250,V+air susp.,Air+spring,Sine?,Alloy,Yes,Black/Sand,1 yr,URL updated 2026-08-20 to live official/official-dealer page.,verified,https://talariaebikebrand.com/product/talaria-sting-mx5-pro/
talaria-xxx,Talaria,XXX,emoto,,2499,https://talariaebikebrand.com/product/talaria-x3/,60,40,6,3,47,71,58,,Adjustable,Mono-shock,Sine Wave,Lightweight alloy frame,Yes,"Black,Grey,Red",1 yr,URL updated 2026-08-20 to live official/official-dealer page.,verified,https://talariaebikebrand.com/product/talaria-x3/
terra-prime,Terra,Prime,emoto,,6995,https://terramotorcycles.com/products/order,72,42,24.1,6,65,113,73,1473,DNM USD-8 inverted fork,DNM MK-AR shock,"72 V, 200 A controller",Chromoly steel frame,8 kW hub motor,Multiple/custom,1 yr,Brand column 'Talaria' != inferred 'Terra'; Model column 'MX3' != inferred 'Prime' | Name/URL are Terra Motorcycles; Talaria MX3 tag was wrong,messy,bikes-csv
trailblaze-omega,Trailblaze,Omega,emoto,,2699,https://trailblazemotors.com/products/omega,96,55,30,9,75,90,118,,RockShox 140 mm,RockShox Deluxe,Advanced controller,High-performance drivetrain,"9 kW rated, 30 kW peak","Tubeless 120/70-17 F,130/70-17 R","Black, White, Red, Blue, Yellow",Brand column 'Talaria' != inferred 'Trailblaze'; Model column 'MX3' != inferred 'Omega'; garbled wheelbase 48,messy,bikes-csv
ubco-2x2-adventure,UBCO,2X2 Adventure,emoto,2025,5999,https://ubco.com/pages/2x2-adventure,,,2,2,30,75,,,,,,,,Black; White,,"Official: dual 1 kW hub motors (AWD). 3.1 kWh version $5999: 30 mph, 75 mi max / 50 mi off-road. 2.1 kWh version $4999: 50 mi max / 35 mi off-road. Frame 112 lb / 50 kg with battery removed. Also Sage Green Special Edition $6999.",verified,https://ubco.com/pages/2x2-adventure
ubco-2x2-work,UBCO,2X2 Work,emoto,,3999,https://ubco.com/pages/2x2-work,,,2,2,30,50,,,Adjustable telescopic,Adjustable dual shock,,3D alloy / step-through alloy,SR regenerative brake system,Black,,Off-road-only utility AWD distinct from catalog 2X2 Adventure. Official from $3999 (2.1 kWh) or $4999 (3.1 kWh Dash). Dual 1 kW hub motors. Range 50 mi max / 35 mi off-road on 2.1 kWh; 75/50 on 3.1 kWh. Frame without battery 50 kg.,verified,https://ubco.com/pages/2x2-work
vmoto-tc-max,VMoto,TC Max,emoto,,,https://vmoto.com/models/tcmax,72,45,5.1,3.9,59,57,79,1347,Hydraulic damping system,Hydraulic damping system,FOC 3.0,,,Blue; Black,,Official VMoto cafe-racer motorcycle (Super Soco TC Max lineage). Homologation L3e-A1. Weight 79 kg without battery. Range 92 km WMTC Stage 3. Top speed 95 km/h. USD MSRP not on OEM page.,verified,https://vmoto.com/models/tcmax
ventus-one,Ventus,One,emoto,,6699,https://ventusbikes.us/products/ventus-one-plus,72,50,28,20,120,75,69,1250,79Bike i2 Shock 450 lb with TR Suspension,Same as front,Sine Wave,Forged Alloy,Yes,"Purple,Red,Yellow",1 yr / 3 yr batt,Model column 'XXX' != inferred 'One',messy,https://ventusbikes.us/products/ventus-one-plus
zero-dsr-x,Zero,DSR/X,emoto,2026,20495,https://zeromotorcycles.com/model/zero-dsrx,,,75,,112,179,247,1525,Showa 47 mm SFF cartridge forks; 190 mm travel,Showa 46 mm piggy-back reservoir shock; 190 mm travel,900 Amp 3-phase AC with regenerative deceleration,,Yes,Orbit Blue,2 years motorcycle; 5 years/unlimited miles power pack,Current adventure dual-sport. Official page MSRP $20495 (some dealers list $22995). Z-Force 17.3 kWh max / 15.1 kWh nominal. Peak 100 hp (75 kW). Voltage not published.,verified,https://zeromotorcycles.com/model/zero-dsrx
zero-fx,Zero,FX,emoto,2026,10995,https://zeromotorcycles.com/model/zero-fx,,,34,,85,102,131,1438,Showa 41 mm inverted cartridge forks; 218 mm travel; adj preload/compression/rebound,Showa 40 mm piggy-back reservoir shock; 227 mm travel,550 amp 3-phase brushless with regenerative deceleration,,Yes,Slate/Green,2 years motorcycle; 5 years/unlimited miles power pack,Current dual-sport; distinct from catalog FXE / XE / XB. Official Z-Force 7.2 pack 7.2 kWh max / 6.3 kWh nominal. Peak 46 hp (34 kW). Voltage not published on page.,verified,https://zeromotorcycles.com/model/zero-fx
zero-fxe,Zero,FXE,emoto,2025,10495,https://zeromotorcycles.com/model/zero-fxe,,,34,,85,105,140,1422,Showa 41 mm inverted cartridge 178 mm,Showa 40 mm piggyback 227 mm,550 amp 3-phase with regenerative deceleration,,yes,White,2 years motorcycle; 5 years/unlimited miles power pack,"Z-Force 7.2: 7.2 kWh max / 6.3 kWh nominal. City 105 mi. Curb 309 lb in spec table; another block on same page lists 298 lb — used 309 lb. Street supermoto, not a dirt bike.",verified,https://zeromotorcycles.com/model/zero-fxe
zero-sr-s,Zero,SR/S,emoto,2026,18745,https://zeromotorcycles.com/en-us/model/zero-srs,,,83,,124,171,235,1450,Showa 43 mm BPSF forks; 120 mm travel,Showa 40 mm piggy-back reservoir shock; 140 mm travel,900 Amp 3-phase AC with regenerative deceleration,,Yes,Orbit Blue / Coral,2 years motorcycle; 5 years/unlimited miles power pack,Current street sport-touring. Official MSRP $18745. Z-Force 17.3 kWh max / 15.1 kWh nominal. Peak 111 hp (83 kW). Voltage not published.,verified,https://zeromotorcycles.com/en-us/model/zero-srs
zero-xb,Zero,XB,emoto,2026,4395,https://zeromotorcycles.com/model/zero-xb,74,32,7.5,,50,40,63,,Fully adjustable 195 mm fork / 200 mm wheel travel,Fully adjustable 76 mm shock / 176 mm wheel travel,,,,,12 months motorcycle; 1 year power pack,"Official page: 2.4 kWh, 7.5 kW / 10 hp, 50 mph, 40 mi at 31 mph, 63 kg, $4395. X-Line brochure lists 28 mph top speed and 47 mi at 31 mph — conflict; used official product page for speed/range. 74V 32Ah from brochure.",messy,https://zeromotorcycles.com/model/zero-xb
zero-xe,Zero,XE,emoto,2026,5995,https://zeromotorcycles.com/model/zero-xe,74,58,15.5,,53,65,101,,Fully adjustable 210 mm fork / 220 mm wheel travel,Fully adjustable 85 mm shock / 248 mm wheel travel,,,,,12 months motorcycle; 1 year power pack,"Official: 4.3 kWh, 15.5 kW / 20.1 hp, 53 mph, 65 mi at 31 mph, 101 kg, $5995, IP65, swappable battery. Voltage/Ah 74V 58Ah from Zero X-Line brochure. 21/18 wheels.",verified,https://zeromotorcycles.com/model/zero-xe
evoke-6061-gt,Evoke,6061-GT,,,24995,https://www.evokemotorcycles.com/6061-gt,336,89,120,90,143,40,,1760,KKE 54 mm inverted USD fork 3-way adjustable,KKE dual coilover shocks 3-way adjustable,High-performance inverter regen + ECU,Twin plate aerospace-grade aluminum,"Yes, up to 10 kW","Obsidian Black,Arctic White",2-Year unlimited mileage warranty,garbled weight 705.0,messy,bikes-csv
evoke-urban-classic,Evoke,Urban Classic,,,9895,https://www.evokemotorcycles.com/urban-classic,72,139,25,11,87,156,,1380,42 mm inverted fork dual shock,Mono-shock adjustable,Evoke sine-wave inverter 800 A,Steel frame,"Yes, up to 4.5 kW","Rogue Red,Oceanic Blue,Galaxy Grey",2-Year unlimited mileage warranty,garbled weight 460.0 | URL updated 2026-08-20 to live official/official-dealer page.,messy,https://www.evokemotorcycles.com/urban-classic
evoke-urban-s,Evoke,Urban S,,,9895,https://www.evokemotorcycles.com/urban-s,72,139,25,11,87,156,,1360,42 mm inverted fork dual shock,Mono-shock adjustable,400 A DC wave controller,Steel frame,"Yes, up to 4.5 kW","Wine Red,Midnight Black",2-Year unlimited mileage warranty,garbled weight 460.0,messy,bikes-csv
evoque-legacy,Evoque,Legacy,,,3500,https://www.emotousa.com/,72,49,15,8,120,70,70,1300,Dual front fork,Dual rear shocks,Advanced controller,High-torque drivetrain,8 kW hub motor,"Tubeless 120/70-17 F,130/70-17 R","Matte Silver, Black",,verified,bikes-csv
gowow-ori,GoWow,Ori,,,4095,https://go-wow.co.uk/store/p/ori,74,38.4,9,4,100,62,73,1275,Inverted fork 210 mm travel,Rear shock 210 mm travel,PMSM with Boost sprint,6061 aluminum alloy,Yes,Multiple/custom,1 yr,,verified,bikes-csv
kollter-cs1,Kollter,CS1,,,6995,https://www.kollterelectricmotorcycles.com/cs1,72,76,11,,70,60,308,,Lightweight alloy front forks,5-way adjustable Nitrox shock,BMS + Motor Controller,Lightweight aluminum alloy frame,Not specified,"Black,Gray,Blue","2-Year / 24,000 Miles",garbled wheelbase 58,messy,bikes-csv
kollter-es1-s-pro,Kollter,ES1-S Pro,,,6995,https://www.kollterelectricmotorcycles.com/es1-spro,72,64,11,5,70,70,,,Inverted alloy telescopic forks,Mono-shock adjustable preload,FOC system,Steel twin-spar frame,Not specified,"2-Year / 24,000 Miles",Yes,garbled weight 290298.0; garbled wheelbase 58,messy,bikes-csv
kollter-rs1-street,Kollter,RS1 Street,,,7995,https://www.kollterelectricmotorcycles.com/rs1,72,120,35,,75,120,,,Inverted hydraulic front fork,Nitrogen-filled mono-shock,BMS + Motor Controller,Lightweight alloy frame,Not specified,"2-Year / 24,000 Miles",Yes,garbled weight 417.0; garbled wheelbase 61 | URL updated 2026-08-20 to live official/official-dealer page.,messy,https://www.kollterelectricmotorcycles.com/rs1
niu-mqi-gt,NIU,MQi GT,,,5299,https://www.niu.com/en/product/mqigt,48,31,3.1,3,43,62,128,,Telescopic fork,Dual shocks,FOC Vector Control,Steel frame,Yes regen braking,"Sector Red,Vapor Grey",2-Year Unlimited Mileage Warranty,garbled wheelbase 55,messy,bikes-csv
niu-mqi-gt100,NIU,MQi GT100,,,5659,https://global.niu.com/,72,26,6,5,62,62,128,,Telescopic hydraulic fork,Dual hydraulic shocks,FOC Vector Control,Steel frame,Yes regen braking,"Red,Green,Black,Blue",1 yr,garbled wheelbase 54,messy,bikes-csv
niu-nqi-gts,NIU,NQi GTS,,,5340,https://global.niu.com/en-us/product/NQi-GTS,60,52,3.1,3,80,135,114,1325,Telescopic fork,Dual rear shocks,FOC vector control,Steel frame,Yes regen,"Black,White,Red,Blue,Yellow","2-year unlimited mileage, 3-year battery",,verified,bikes-csv
niu-xqi3,NIU,XQi3,,,5999,https://global.niu.com/en-us/product/XQi3,72,32,8,3.5,51,55,156.5,1270,Adjustable KKE inverted fork 200 mm travel,Adjustable KKE mono-shock 85 mm travel,FOC Vector Control 80 A,Aluminum frame,No,TFT Display,220 mm / 203 mm hydraulic,,verified,bikes-csv
nuen-n1-s,NUEN,N1-S,,,6800,https://nuenmoto.com/en/pages/n1-s,72,,24,24,130,245,171,1445,USD fork 41 mm,Mono-shock 296 mm,Dual-channel ABS controller,N-Chassis aluminum,Yes,"Black,Red,Blue","2 years (bike), 1 year (battery)",Brand column 'Surron' != inferred 'NUEN'; Model column 'XQi3' != inferred 'N1-S',messy,bikes-csv
rieju-e-tango,Rieju,e-Tango,,,4900,https://rieju.com/en/electric/112/248/etango,74,43,5,4,45,80,78,1330,USD fork 200 mm,Adjustable monoshock,PMSM controller,Rear hub motor,PMSM motor,"Tubeless 120/70-19 F,130/70-18 R","Green, Black",Brand column 'Razor' != inferred 'Rieju'; Model column 'Stage2 M1' != inferred 'e-Tango',messy,https://rieju.com/en/electric/112/248/etango
ryvid-anthem,Ryvid,Anthem,,,7800,https://ryvid.com/pages/anthem,72,60,14,7.5,75,110,240,,Inverted fork 3.9 in travel,Mono-shock 1.3 in travel,Stock or optional ASI controller,Stainless steel frame,Yes adjustable regen,"Atomic Gold,Galactica Black,Carbon Grey","Lifetime frame, 2 yr battery, 1 yr parts",garbled wheelbase 52 | URL updated 2026-08-20 to live official/official-dealer page.,messy,https://ryvid.com/pages/anthem
ryvid-outset,Ryvid,Outset,,,5995,https://ryvid.com/pages/outset,72,60,14,7.5,75,70,315,,Inverted fork 6.5 in travel,Mono-shock 1.8 in travel,Stock or optional ASI controller,Stainless steel frame,Yes adjustable regen,"Sector Red,Vapor Grey","Lifetime frame, 2 yr parts",garbled wheelbase 52,messy,bikes-csv
verge-ts-pro,Verge,TS Pro,,,29900,https://www.vergemotorcycles.com/ts-pro/,400,,102,102,124,370,245,1539,Öhlins inverted fork,Öhlins TTX-RT monoshock,Integrated h,Lightweight aluminum alloy frame,Yes,Multiple/custom,1 yr / 3 yr batt,,verified,bikes-csv
verge-ts-ultra,Verge,TS Ultra,,,44900,https://www.vergemotorcycles.com/ts-ultra/,400,,150,150,124,233,245,1540,Öhlins inverted fork,Öhlins TTX-RT monoshock,Integrated hubless system,Lightweight aluminum alloy frame,Yes,Multiple,-,,verified,bikes-csv
